"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2011,"Chevrolet","Silverado",NA,"1500 LT",NA,117000,NA,NA,"White","Black","Automatic","2WD",8,"N/A","N/A","Fleet",5.3
2012,"Chevrolet","Silverado",NA,"1500 Work Truck",NA,53000,NA,NA,"Silver","Black","Automatic","2WD",6,"195horsepower@4600rpm","260torque@2800rpm","Fleet",4.3
2014,"Chevrolet","Spark",9998,"EV LT",NA,34000,NA,NA,"White","Black","Automatic","2WD",NA,"130horsepower@0rpm","83torque@0rpm","Fleet",0
2013,"Chevrolet","Tahoe",26998,"LS",NA,51000,NA,NA,"Gold","Black","Automatic","2WD",8,"320horsepower@5400rpm","335torque@4000rpm","Fleet",5.3
2014,"Chevrolet","Volt",16998,NA,NA,33000,NA,NA,"Red","Tan","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2013,"Chevrolet","Volt",NA,NA,NA,48000,NA,NA,"White","Black","Automatic","2WD",4,"149horsepower@0rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",17998,NA,NA,35000,NA,NA,"White","Gray","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2014,"Chevrolet","Volt",16998,NA,NA,41000,NA,NA,"White","Black","Automatic","2WD",4,"149horsepower@4800rpm","273torque@0rpm","Fleet",1.4
2015,"Chrysler","200",17599,"S",NA,21000,NA,NA,"Red","Black","Automatic","2WD",4,"184horsepower@6250rpm","173torque@4600rpm","Fleet",2.4
2016,"Chrysler","Town",22998,"and Country Touring",NA,28000,NA,NA,"Gray","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2012,"Dodge","Challenger",25998,"R/T",NA,19000,NA,NA,"Black","Black","Automatic","2WD",8,"375horsepower@5150rpm","410torque@4300rpm","Fleet",5.7
2013,"Dodge","Challenger",19998,"SXT",NA,25000,NA,NA,"White","Black","Automatic","2WD",6,"305horsepower@6350rpm","268torque@4800rpm","Fleet",3.6
2013,"Dodge","Charger",NA,"SRT-8",NA,44000,NA,NA,"Black","Black","Automatic","2WD",8,"470horsepower@6000rpm","470torque@4300rpm","Fleet",6.4
2013,"Dodge","Charger",NA,"SRT-8",NA,44000,NA,NA,"Black","Black","Automatic","2WD",8,"470horsepower@6000rpm","470torque@4300rpm","Fleet",6.4
2013,"Dodge","Dart",11998,"Aero",NA,43000,NA,NA,"Black","Black","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2013,"Dodge","Dart",NA,"Limited",NA,44000,NA,NA,"Blue","Tan","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2015,"Dodge","Dart",12998,"SE",NA,32000,NA,NA,"Black","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2016,"Dodge","Dart",13998,"SXT",NA,34000,NA,NA,"Gray","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2014,"Dodge","Durango",NA,"SXT",NA,12000,NA,NA,"White","Black","Automatic","4WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2015,"Dodge","Grand",15599,"Caravan SE",NA,58000,NA,NA,"Gray","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2014,"Dodge","Ram",23599,"1500 Tradesman",NA,37000,NA,NA,"Silver","Gray","Automatic","2WD",8,"395horsepower@5600rpm","410torque@3950rpm","Fleet",5.7
2013,"Fiat","500",10998,"Pop",NA,24000,NA,NA,"Black","Black","Automatic","2WD",4,"101horsepower@6500rpm","98torque@4000rpm","Fleet",1.4
2014,"Fiat","500L",13998,"Lounge",NA,20000,NA,NA,"Silver","Gray","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2009,"Ford","Edge",10998,"SE",NA,119000,NA,NA,"Silver","Gray","Automatic","2WD",6,"265horsepower@6250rpm","250torque@4500rpm","Fleet",3.5
2013,"Ford","Edge",NA,"SEL",NA,57000,NA,NA,"Red","Beige","Automatic","2WD",6,"285horsepower@6500rpm","253torque@4000rpm","Fleet",3.5
2012,"Ford","Escape",15998,"Limited",NA,50000,NA,NA,"Red","Black","Automatic","2WD",6,"240horsepower@6550rpm","223torque@4300rpm","Fleet",3
2016,"Ford","Explorer",31998,"Limited",NA,32000,NA,NA,"Silver","Black","Automatic","2WD",6,"290horsepower@6500rpm","255torque@4000rpm","Fleet",3.5
2013,"Ford","F150",28998,"Lariat",NA,39000,NA,NA,"White","Tan","Automatic","2WD",8,"360horsepower@5500rpm","380torque@4250rpm","Fleet",5
2016,"Ford","F150",27998,"XLT",NA,23000,NA,NA,"White","Gray","Automatic","2WD",6,"283horsepower@6500rpm","255torque@4000rpm","Fleet",3.5
2015,"Ford","Fiesta",11998,"SE",NA,23000,NA,NA,"Black","Black","Manual5Speed","2WD",4,"120horsepower@6350rpm","112torque@5000rpm","Fleet",1.6
2013,"Ford","Flex",24998,"Limited",NA,40000,NA,NA,"Brown","Black","Automatic","2WD",6,"285horsepower@6500rpm","255torque@4000rpm","Fleet",3.5
2011,"Ford","Fusion",9998,"SE",NA,102000,NA,NA,"Black","Gray","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2010,"Ford","Fusion",9998,"SE",NA,108000,NA,NA,"Red","Gray","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2010,"Ford","Fusion",9998,"SE",NA,108000,NA,NA,"Red","Gray","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2011,"Ford","Fusion",NA,"SEL",NA,74000,NA,NA,"Black","Black","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2011,"Ford","Fusion",10599,"SEL",NA,107000,NA,NA,"Blue","Black","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2012,"Ford","Fusion",13599,"SEL",NA,29000,NA,NA,"Red","Tan","Automatic","2WD",4,"175horsepower@6000rpm","172torque@4500rpm","Fleet",2.5
2014,"Ford","Fusion",18599,"Titanium",NA,43000,NA,NA,"Black","Black","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2016,"Ford","Fusion",NA,"Titanium",NA,44000,NA,NA,"Silver","Gray","Automatic","2WD",4,"240horsepower@5000rpm","270torque@3000rpm","Fleet",2
2014,"Ford","Fusion",NA,"Energi Titanium",NA,47000,NA,NA,"Gray","Black","Automatic","2WD",4,"195horsepower@6000rpm","177torque@4000rpm","Fleet",2
2014,"Ford","Fusion",17599,"Hybrid SE",NA,47000,NA,NA,"Gray","Black","Automatic","2WD",4,"188horsepower@6000rpm","176torque@4000rpm","Fleet",2
2014,"Ford","Fusion",20998,"Hybrid Titanium",NA,34000,NA,NA,"Black","Gray","Automatic","2WD",4,"188horsepower@6000rpm","176torque@4000rpm","Fleet",2
2014,"Ford","Mustang",25998,"GT",NA,19000,NA,NA,"Silver","Black","Automatic","2WD",8,"420horsepower@6500rpm","390torque@4250rpm","Fleet",5
2013,"Ford","Mustang",46998,"Shelby GT500",NA,10000,NA,NA,"Silver","Black","Manual6Speed","2WD",8,"650horsepower@6250rpm","600torque@4000rpm","Fleet",5.8
2011,"Ford","Mustang",13998,NA,NA,74000,NA,NA,"Red","Black","Automatic","2WD",6,"305horsepower@6500rpm","280torque@4250rpm","Fleet",3.7
2011,"Ford","Ranger",18998,"XLT",NA,30000,NA,NA,"White","Black","Automatic","2WD",6,"207horsepower@5250rpm","238torque@3000rpm","Fleet",4
2013,"GMC","Acadia",28998,"Denali",NA,47000,NA,NA,"Red","Gray","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2014,"GMC","Terrain",20998,"SLE",NA,14000,NA,NA,"Black","Black","Automatic","2WD",4,"N/A","N/A","Fleet",2.4
2015,"Honda","Accord",22998,"EX-L",NA,21000,NA,NA,"Silver","Black","Automatic","2WD",6,"278horsepower@6200rpm","252torque@4900rpm","Fleet",3.5
2013,"Honda","Accord",16599,"LX",NA,40000,NA,NA,"White","Tan","Automatic","2WD",4,"0horsepower@0rpm","0torque@0rpm","Fleet",2.4
2012,"Honda","Civic",14599,"EX",NA,31000,NA,NA,"Black","Gray","Automatic","2WD",4,"140horsepower@6500rpm","128torque@4300rpm","Fleet",1.8
2013,"Honda","Civic",15998,"EX",NA,40000,NA,NA,"Brown","Gray","Automatic","2WD",4,"0horsepower@0rpm","0torque@0rpm","Fleet",1.8
2014,"Honda","Civic",16998,"EX",NA,30000,NA,NA,"Blue","Gray","Automatic","2WD",4,"143horsepower@6500rpm","129torque@4300rpm","Fleet",1.8
2015,"Honda","Civic",NA,"LX",NA,12000,NA,NA,"Silver","Black","Automatic","2WD",4,"143horsepower@6500rpm","129torque@4300rpm","Fleet",1.8
2013,"Honda","Civic",13998,"LX",NA,43000,NA,NA,"Burgundy","Gray","Automatic","2WD",4,"140horsepower@6500rpm","128torque@4300rpm","Fleet",1.8
2013,"Honda","Civic",13998,"LX",NA,43000,NA,NA,"Burgundy","Gray","Automatic","2WD",4,"140horsepower@6500rpm","128torque@4300rpm","Fleet",1.8
2013,"Honda","CR-V",19998,"EX-L",NA,50000,NA,NA,"White","Black","Automatic","2WD",4,"185horsepower@7000rpm","163torque@4400rpm","Fleet",2.4
2016,"Honda","CR-V",NA,"LX",NA,15000,NA,NA,"Silver","Gray","Automatic","4WD",4,"185horsepower@6400rpm","181torque@3900rpm","Fleet",2.4
2014,"Honda","Odyssey",25998,"Touring Elite",NA,84000,NA,NA,"White","Gray","Automatic","2WD",6,"248horsepower@5700rpm","250torque@4800rpm","Fleet",3.5
2015,"Hyundai","Accent",12998,"GLS",NA,45000,NA,NA,"Blue","Gray","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2010,"Hyundai","Accent",9599,"GLS",NA,56000,NA,NA,"Silver","Gray","Automatic","2WD",4,"110horsepower@6000rpm","106torque@4500rpm","Fleet",1.6
2014,"Hyundai","Accent",12998,"GLS",NA,20000,NA,NA,"Brown","Tan","Automatic","2WD",4,"138horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Hyundai","Accent",12998,"SE",NA,20000,NA,NA,"Blue","Gray","Automatic","2WD",4,"137horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2014,"Hyundai","Accent",11998,"SE",NA,37000,NA,NA,"Silver","Black","Automatic","2WD",4,"138horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2015,"Hyundai","Azera",18998,NA,NA,42000,NA,NA,"Silver","Gray","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2011,"Hyundai","Elantra",11998,"GLS",NA,67000,NA,NA,"Silver","Gray","Automatic","2WD",4,"148horsepower@6500rpm","131torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",14998,"SE",NA,16000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,41000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2015,"Hyundai","Elantra",NA,"SE",NA,10000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2014,"Hyundai","Elantra",NA,"SE",NA,38000,NA,NA,"Silver","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",NA,"SE",NA,36000,NA,NA,"Brown","Tan","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,36000,NA,NA,"Blue","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,36000,NA,NA,"White","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13599,"SE",NA,40000,NA,NA,"Brown","Tan","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",17599,"Value Edition",NA,4000,NA,NA,"Black","Tan","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2012,"Hyundai","Equus",22599,"Signature",NA,62000,NA,NA,"Black","Tan","Automatic","2WD",8,"429horsepower@6400rpm","376torque@5000rpm","Fleet",5
2012,"Hyundai","Equus",22599,"Signature",NA,62000,NA,NA,"Black","Tan","Automatic","2WD",8,"429horsepower@6400rpm","376torque@5000rpm","Fleet",5
2015,"Hyundai","Equus",32998,"Signature",NA,21000,NA,NA,"White","Gray","Automatic","2WD",8,"429horsepower@6400rpm","376torque@5000rpm","Fleet",5
2014,"Hyundai","Genesis",21998,NA,NA,19000,NA,NA,"White","Tan","Automatic","2WD",6,"333horsepower@6400rpm","291torque@5100rpm","Fleet",3.8
2014,"Hyundai","Santa",24599,"Fe Limited",NA,36000,NA,NA,"White","Gray","Automatic","2WD",6,"290horsepower@6400rpm","252torque@5200rpm","Fleet",3.3
2015,"Hyundai","Santa",26998,"Fe Sport 2.0T",NA,26000,NA,NA,"White","Gray","Automatic","2WD",4,"N/A","N/A","Fleet",2
2016,"Hyundai","Santa",17998,"Fe Sport",NA,38000,NA,NA,"White","Gray","Automatic","2WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2015,"Hyundai","Santa",16998,"Fe Sport",NA,46000,NA,NA,"Red","Gray","Automatic","2WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2016,"Hyundai","Santa",16998,"Fe Sport",NA,40000,NA,NA,"Red","Gray","Automatic","2WD",4,"190horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Hyundai","Sonata",14599,"GLS",NA,44000,NA,NA,"Blue","n/a","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2014,"Hyundai","Sonata",15998,"GLS",NA,35000,NA,NA,"White","n/a","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2014,"Hyundai","Sonata",13998,"GLS",NA,60000,NA,NA,"White","Tan","Automatic","2WD",4,"190horsepower@6300rpm","179torque@4250rpm","Fleet",2.4
2009,"Hyundai","Sonata",8998,"GLS",NA,93000,NA,NA,"Gray","Gray","Automatic","2WD",4,"175horsepower@6000rpm","168torque@4000rpm","Fleet",2.4
2016,"Hyundai","Sonata",15998,"SE",NA,40000,NA,NA,"Blue","Tan","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2013,"Hyundai","Sonata",16998,"Hybrid Limited",NA,39000,NA,NA,"Silver","Gray","Automatic","2WD",4,"159horsepower@6000rpm","154torque@4500rpm","Fleet",2.4
2013,"Hyundai","Tucson",17599,"Limited",NA,28000,NA,NA,"Brown","Brown","Automatic","2WD",4,"176horsepower@6000rpm","168torque@4000rpm","Fleet",2.4
2013,"Hyundai","Veloster",13998,NA,NA,26000,NA,NA,"Gray","n/a","Manual6Speed","2WD",4,"132horsepower@6300rpm","120torque@4850rpm","Fleet",1.6
2008,"Infiniti","G35",14998,NA,NA,72000,NA,NA,"Silver","Tan","Automatic","2WD",6,"306horsepower@6800rpm","253torque@5200rpm","Fleet",3.5
2013,"Infiniti","G37",21998,"Journey",NA,24000,NA,NA,"White","Gray","Automatic","2WD",6,"328horsepower@7000rpm","269torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q60",24998,"Journey",NA,19000,NA,NA,"White","Black","Automatic","2WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2014,"Infiniti","QX50",23998,"Journey",NA,40000,NA,NA,"Black","Black","Automatic","2WD",6,"325horsepower@7000rpm","267torque@4800rpm","Fleet",3.7
2014,"Infiniti","QX60",32998,NA,NA,35000,NA,NA,"Black","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",32998,NA,NA,35000,NA,NA,"Black","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",29998,NA,NA,36000,NA,NA,"Gray","Black","Automatic","2WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",29998,NA,NA,41000,NA,NA,"Black","Black","Automatic","2WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2016,"Jaguar","F-Type",79998,"R",NA,15000,NA,NA,"Gray","Black","Automatic","4WD",8,"550horsepower@6000rpm","502torque@2500rpm","Fleet",5
2015,"Jaguar","F-Type",73998,"R",NA,18000,NA,NA,"Gray","Black","Automatic","2WD",8,"550horsepower@6000rpm","502torque@2500rpm","Fleet",5
2015,"Jeep","Cherokee",NA,"Latitude",NA,38000,NA,NA,"Red","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Jeep","Cherokee",18998,"Limited",NA,32000,NA,NA,"Red","Black","Automatic","2WD",4,"N/A","N/A","Fleet",2.4
2014,"Jeep","Cherokee",19998,"Limited",NA,44000,NA,NA,"Black","Black","Automatic","2WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2013,"Jeep","Compass",13998,"Sport",NA,59000,NA,NA,"Green","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2013,"Jeep","Patriot",13998,"Sport",NA,49000,NA,NA,"Gray","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2012,"Jeep","Wrangler",31998,"Unlimited Sahara",NA,29000,NA,NA,"Green","Black","Automatic","4WD",6,"285horsepower@6350rpm","260torque@4200rpm","Fleet",3.6
2014,"Kia","Cadenza",19998,"Premium",NA,36000,NA,NA,"Silver","Black","Automatic","2WD",6,"293horsepower@6400rpm","255torque@5200rpm","Fleet",3.3
2014,"Kia","Forte",NA,"EX",NA,35000,NA,NA,"White","Black","Automatic","2WD",4,"173horsepower@6500rpm","154torque@4700rpm","Fleet",2
2016,"Kia","Forte",13998,"LX",NA,39000,NA,NA,"Silver","Black","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2013,"Kia","Optima",16998,"EX",NA,32000,NA,NA,"Burgundy","Tan","Automatic","2WD",4,"200horsepower@6300rpm","186torque@4250rpm","Fleet",2.4
2016,"Kia","Optima",16998,"LX",NA,21000,NA,NA,"Black","Black","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Kia","Optima",17599,"LX",NA,14000,NA,NA,"Gray","Black","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2015,"Kia","Optima",15998,"LX",NA,26000,NA,NA,"Blue","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2015,"Kia","Optima",14998,"LX",NA,47000,NA,NA,"Blue","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2015,"Kia","Optima",14599,"LX",NA,48000,NA,NA,"Black","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Kia","Optima",14998,"LX",NA,22000,NA,NA,"Silver","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2014,"Kia","Optima",18998,"Hybrid EX",NA,21000,NA,NA,"Gray","Black","Automatic","2WD",4,"199horsepower@5500rpm","235torque@1000rpm","Fleet",2.4
2016,"Kia","Rio",12998,"LX",NA,15000,NA,NA,"Blue","Black","Automatic","2WD",4,"138horsepower@6300rpm","123torque@4850rpm","Fleet",1.6
2016,"Kia","Sedona",19998,"LX",NA,21000,NA,NA,"Silver","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",NA,"LX",NA,17000,NA,NA,"Gray","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",20998,"LX",NA,15000,NA,NA,"Tan","Tan","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19998,"LX",NA,18000,NA,NA,"Black","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",NA,"LX",NA,23000,NA,NA,"Black","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19998,"LX",NA,20000,NA,NA,"Silver","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19998,"LX",NA,23000,NA,NA,"Tan","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",19998,"LX",NA,22000,NA,NA,"Gray","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2016,"Kia","Sedona",20599,"LX",NA,21000,NA,NA,"Silver","Gray","Automatic","2WD",6,"276horsepower@6000rpm","248torque@5200rpm","Fleet",3.3
2015,"Kia","Soul",NA,"+",NA,28000,NA,NA,"Brown","Black","Automatic","2WD",4,"164horsepower@6200rpm","151torque@4000rpm","Fleet",2
2015,"Kia","Soul",14998,NA,NA,10000,NA,NA,"Brown","Black","Manual6Speed","2WD",4,"130horsepower@6300rpm","118torque@4850rpm","Fleet",1.6
2016,"Land","Discovery",41998,"Sport HSE",NA,5000,NA,NA,"Black","Black","Automatic","4WD",4,"240horsepower@5800rpm","250torque@1750rpm","Fleet",2
2014,"Lexus","GS",31998,"350",NA,21000,NA,NA,"Black","Black","Automatic","2WD",6,"306horsepower@6400rpm","277torque@4800rpm","Fleet",3.5
2015,"Lexus","RX",32998,"350",NA,17000,NA,NA,"Black","Gray","Automatic","2WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Lexus","RX",32998,"350",NA,18000,NA,NA,"Gray","Black","Automatic","2WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2013,"Lincoln","MKZ",18998,NA,NA,55000,NA,NA,"Gray","Tan","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2013,"Lincoln","Navigator",34998,"L",NA,39000,NA,NA,"Black","Black","Automatic","4WD",8,"310horsepower@5100rpm","365torque@3600rpm","Fleet",5.4
2015,"Mazda","Mazda3",14599,"i Sport",NA,39000,NA,NA,"Red","Black","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","Mazda3",14599,"i Sport",NA,39000,NA,NA,"Red","Black","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","Mazda3",14998,"i Sport",NA,37000,NA,NA,"Gray","Gray","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2013,"Mazda","Mazda3",12998,"I Touring",NA,48000,NA,NA,"Gray","Black","Manual6Speed","2WD",4,"155horsepower@6000rpm","148torque@4100rpm","Fleet",2
2011,"Mazda","Mazda6",9998,"I",NA,96000,NA,NA,"Gray","Gray","Automatic","2WD",4,"170horsepower@6000rpm","167torque@4000rpm","Fleet",2.5
2013,"Mercedes-Benz","C250",21599,"Sport",NA,24000,NA,NA,"Silver","Black","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2200rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",20998,"Sport",NA,41000,NA,NA,"Gray","Black","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2000rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",22998,"Sport",NA,18000,NA,NA,"Black","Gray","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2000rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",24599,"Sport",NA,13000,NA,NA,"Silver","Gray","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2000rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",25998,"Sport",NA,9000,NA,NA,"Gray","Black","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2000rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",24998,NA,NA,10000,NA,NA,"Blue","Tan","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2200rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",23998,NA,NA,22000,NA,NA,"Blue","n/a","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2200rpm","Fleet",1.8
2015,"Mercedes-Benz","C300",29998,NA,NA,26000,NA,NA,"White","Black","Automatic","4WD",4,"241horsepower@5500rpm","273torque@1300rpm","Fleet",2
2011,"Mercedes-Benz","E350",22998,"Sport",NA,40000,NA,NA,"Blue","Brown","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2012,"Mercedes-Benz","E350",23599,NA,NA,57000,NA,NA,"Gray","Gray","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2014,"Mercedes-Benz","E350",30998,NA,NA,28000,NA,NA,"Gray","Black","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2016,"Mercedes-Benz","GLA250",NA,NA,NA,28000,NA,NA,"Gray","Black","Automatic","2WD",4,"208horsepower@5500rpm","258torque@1250rpm","Fleet",2
2016,"Mercedes-Benz","GLA250",NA,NA,NA,28000,NA,NA,"Gray","Black","Automatic","2WD",4,"208horsepower@5500rpm","258torque@1250rpm","Fleet",2
2011,"Mercedes-Benz","GLK350",20998,NA,NA,58000,NA,NA,"Black","Black","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
